4313810078, 37199, 1, 0
4313810091, 50218, 1, 0
4313810104, 50218, 1, 0
4313810117, 50218, 1, 0
4313810130, 50218, 1, 0
4313810143, 50218, 1, 0
4313810156, 50218, 1, 0
4313810169, 50218, 1, 0
4313810182, 50218, 1, 0
4313810195, 50218, 1, 0
4313810208, 50218, 1, 0
4313810221, 50218, 1, 0
4313810234, 50218, 1, 0
4313810247, 50218, 1, 0
4313810260, 50218, 1, 0
4313810273, 50218, 1, 0
4313810286, 50218, 1, 0
4313810299, 50218, 1, 0
4313810312, 50218, 1, 0
4313810325, 52235, 1, 0
4313810338, 68407, 1, 0
4313810351, 89766, 1, 0
4313810364, 89766, 1, 0
4313810377, 89766, 1, 0
4313810390, 89766, 1, 0
4313810403, 89766, 1, 0
4313810416, 89766, 1, 0
4313810429, 89766, 1, 0
4313810442, 89766, 1, 0
4313810455, 89766, 1, 0
4313810468, 89766, 1, 0
4313810481, 89766, 1, 0
4313810494, 89766, 1, 0
4313810507, 89766, 1, 0
4313810520, 89766, 1, 0
4313810533, 89766, 1, 0
4313810546, 89766, 1, 0
4313810559, 89766, 1, 0
4313810572, 91710, 1, 0
4313810585, 91710, 1, 0
4313810598, 99341, 1, 0
4313810611, 122589, 1, 0
4313810624, 122589, 1, 0
4313810637, 122589, 1, 0
4313810650, 122589, 1, 0
4313810663, 122589, 1, 0
4313810676, 122589, 1, 0
4313810689, 122589, 1, 0
4313810702, 122589, 1, 0
4313810715, 122589, 1, 0
4313810728, 122589, 1, 0
4313810741, 122589, 1, 0
4313810754, 122589, 1, 0
4313810767, 122589, 1, 0
4313810780, 122589, 1, 0
4313810793, 122589, 1, 0
4313810806, 122589, 1, 0
4313810819, 122589, 1, 0
4313810832, 124531, 1, 0
4313810845, 124531, 1, 0
4313810858, 129274, 1, 0
4313810871, 150020, 1, 0
4313810884, 150020, 1, 0
4313810897, 150020, 1, 0
4313810910, 150020, 1, 0
4313810923, 150020, 1, 0
4313810936, 150020, 1, 0
4313810949, 150020, 1, 0
4313810962, 150020, 1, 0
4313810975, 150020, 1, 0
4313810988, 150020, 1, 0
4313811001, 150020, 1, 0
4313811014, 150020, 1, 0
4313811027, 150020, 1, 0
4313811040, 150020, 1, 0
4313811053, 150020, 1, 0
4313811066, 150020, 1, 0
4313811079, 151971, 1, 0
4313811092, 151971, 1, 0
4313811105, 151971, 1, 0
4313811118, 157600, 1, 0
4313811131, 173265, 1, 0
4313811144, 173265, 1, 0
4313811157, 173265, 1, 0
4313811170, 173265, 1, 0
4313811183, 173265, 1, 0
4313811196, 173265, 1, 0
4313811209, 173265, 1, 0
4313811222, 173265, 1, 0
4313811235, 173265, 1, 0
4313811248, 173265, 1, 0
4313811261, 173265, 1, 0
4313811274, 173265, 1, 0
4313811287, 173265, 1, 0
4313811300, 173265, 1, 0
4313811313, 173265, 1, 0
4313811326, 175198, 1, 0
4313811339, 175198, 1, 0
4313811352, 175198, 1, 0
4313811365, 175198, 1, 0
4313811378, 186140, 1, 0
4313811391, 192772, 1, 0
4313811404, 192772, 1, 0
4313811417, 192772, 1, 0
4313811430, 192772, 1, 0
4313811443, 192772, 1, 0
4313811456, 192772, 1, 0
4313811469, 192772, 1, 0
4313811482, 192772, 1, 0
4313811495, 192772, 1, 0
4313811508, 192772, 1, 0
4313811521, 192772, 1, 0
4313811534, 192772, 1, 0
4313811547, 192772, 1, 0
4313811560, 192772, 1, 0
4313811573, 194636, 1, 0
4313811586, 194636, 1, 0
4313811599, 194636, 1, 0
4313811612, 194636, 1, 0
4313811625, 194636, 1, 0
4313811638, 209028, 1, 0
4313811651, 209028, 1, 0
4313811664, 209028, 1, 0
4313811677, 209028, 1, 0
4313811690, 209028, 1, 0
4313811703, 209028, 1, 0
4313811716, 209028, 1, 0
4313811729, 209028, 1, 0
4313811742, 209028, 1, 0
4313811755, 209028, 1, 0
4313811768, 209028, 1, 0
4313811781, 209028, 1, 0
4313811794, 209028, 1, 0
4313811807, 209028, 1, 0
4313811820, 209028, 1, 0
4313811833, 210877, 1, 0
