4314666316, 37965, 2, 5452
4314666329, 74893, 2, 7139
4314666342, 86622, 2, 6039
4314666355, 86622, 2, 4747
4314666368, 86622, 2, 3915
4314666381, 86622, 2, 3326
4314666394, 86622, 2, 2900
4314666407, 86622, 2, 2560
4314666420, 86622, 2, 2298
4314666433, 86622, 2, 2079
4314666446, 86622, 2, 1903
4314666459, 86622, 2, 1753
4314666472, 86622, 2, 1625
4314666485, 86622, 2, 1515
4314666498, 86622, 2, 1421
4314666511, 86622, 2, 1334
4314666524, 86622, 2, 1255
4314666537, 86622, 2, 1189
4314666550, 86622, 2, 1131
4314666563, 86622, 2, 1074
4314666576, 86622, 2, 1023
4314666589, 111636, 2, 1283
4314666602, 151252, 2, 1650
4314666615, 153438, 2, 1584
4314666628, 153438, 2, 1521
4314666641, 153438, 2, 1466
4314666654, 153438, 2, 1413
4314666667, 153438, 2, 1364
4314666680, 153438, 2, 1317
4314666693, 153438, 2, 1275
4314666706, 153438, 2, 1235
4314666719, 153438, 2, 1197
4314666732, 153438, 2, 1160
4314666745, 153438, 2, 1126
4314666758, 153438, 2, 1095
4314666771, 153438, 2, 1062
4314666784, 153438, 2, 1037
4314666797, 153438, 2, 1011
4314666810, 153438, 2, 984
4314666823, 153438, 2, 960
4314666836, 153438, 2, 936
4314666849, 157415, 2, 954
4314666862, 195685, 2, 1158
4314666875, 207861, 2, 1200
4314666888, 207861, 2, 1173
4314666901, 207861, 2, 1149
4314666914, 207861, 2, 1125
4314666927, 207861, 2, 1101
4314666940, 207861, 2, 1079
4314666953, 207861, 2, 1058
4314666966, 207861, 2, 1038
4314666979, 207861, 2, 1017
4314666992, 207861, 2, 998
4314667005, 207861, 2, 980
4314667018, 207861, 2, 963
4314667031, 207861, 2, 944
4314667044, 207861, 2, 930
4314667057, 207861, 2, 911
4314667070, 207861, 2, 898
4314667083, 207861, 2, 883
4314667096, 207861, 2, 869
4314667109, 212916, 2, 879
4314667122, 230070, 18, 936
4314667135, 240778, 334, 960
4314667148, 246536, 828, 1003
4314667161, 249652, 1148, 1009
4314667174, 249713, 1158, 996
4314667187, 251776, 1364, 991
4314667200, 253196, 1541, 990
4314667213, 254266, 1639, 995
4314667226, 254266, 1639, 984
4314667239, 254266, 1639, 970
4314667252, 254266, 1639, 955
4314667265, 254266, 1639, 942
4314667278, 254266, 1639, 931
4314667291, 254266, 1639, 920
4314667304, 254266, 1639, 908
4314667317, 254266, 1639, 893
4314667330, 254266, 1639, 883
4314667343, 254266, 1639, 871
4314667356, 255296, 1809, 861
4314667369, 258761, 2137, 889
4314667382, 258906, 2178, 877
4314667395, 261215, 2564, 904
4314667408, 261981, 2703, 900
4314667421, 262033, 2716, 891
4314667434, 262072, 2727, 881
4314667447, 262178, 2753, 872
4314667460, 264180, 3256, 905
4314667473, 269639, 4283, 936
4314667486, 274124, 5046, 952
4314667499, 277348, 5693, 966
4314667512, 279679, 6170, 980
4314667525, 282280, 6705, 994
4314667538, 284881, 7350, 1008
4314667551, 286690, 7871, 1015
4314667564, 289034, 8409, 1035
4314667577, 290586, 8795, 1049
4314667590, 291399, 9023, 1045
4314667603, 291867, 9169, 1034
4314667616, 292516, 9309, 1032
4314667629, 293368, 9557, 1021
4314667642, 294712, 9969, 1042
4314667655, 296473, 10348, 1046
4314667668, 296830, 10451, 1036
4314667681, 297508, 10695, 1040
4314667694, 298462, 11002, 1032
4314667707, 299172, 11276, 1044
4314667720, 299966, 11629, 1050
4314667733, 300423, 11828, 1053
4314667746, 301910, 12260, 1063
4314667759, 303263, 12714, 1067
4314667772, 304360, 13126, 1079
4314667785, 306353, 13590, 1089
4314667798, 307931, 14044, 1093
4314667811, 308219, 14125, 1097
4314667824, 309538, 14470, 1100
4314667837, 311337, 15098, 1122
4314667850, 312441, 15536, 1113
4314667863, 313826, 16051, 1129
4314667876, 315118, 16586, 1140
4314667889, 316382, 17115, 1137
4314667902, 317264, 17469, 1145
4314667915, 319019, 18081, 1155
4314667928, 320443, 18589, 1158
4314667941, 322393, 19337, 1172
4314667954, 324036, 19943, 1176
4314667967, 325507, 20425, 1185
4314667980, 326524, 20966, 1196
4314667993, 327572, 21503, 1215
4314668006, 328818, 22115, 1216
4314668019, 329615, 22497, 1230
4314668032, 330790, 23219, 1256
4314668045, 331710, 23760, 1275
4314668058, 332995, 24425, 1294
4314668071, 333902, 24898, 1301
4314668084, 335195, 25523, 1309
4314668097, 336229, 26050, 1325
4314668110, 337585, 26708, 1334
4314668123, 338653, 27147, 1339
4314668136, 339648, 27577, 1343
4314668149, 340938, 28085, 1353
4314668162, 342099, 28473, 1350
4314668175, 343217, 28902, 1345
4314668188, 343739, 29099, 1342
4314668201, 344427, 29402, 1345
4314668214, 344757, 29519, 1339
4314668227, 345694, 29954, 1340
4314668240, 346452, 30316, 1342
4314668253, 346862, 30555, 1337
4314668266, 347439, 30853, 1338
4314668279, 348214, 31249, 1335
4314668292, 348933, 31623, 1330
4314668305, 349754, 31997, 1330
4314668318, 349892, 32104, 1320
4314668331, 350295, 32378, 1320
4314668344, 350842, 32727, 1312
4314668357, 351278, 33028, 1308
4314668370, 351798, 33344, 1299
4314668383, 352202, 33608, 1303
4314668396, 352592, 33840, 1299
4314668409, 353081, 34144, 1301
4314668422, 353304, 34274, 1307
4314668435, 353999, 34632, 1308
4314668448, 354383, 34861, 1304
4314668461, 355100, 35226, 1307
4314668474, 355578, 35524, 1304
4314668487, 356077, 35800, 1313
4314668500, 356684, 36174, 1311
4314668513, 357090, 36396, 1302
4314668526, 357691, 36728, 1299
4314668539, 358409, 37136, 1296
4314668552, 358961, 37380, 1288
4314668565, 359787, 37857, 1285
4314668578, 360298, 38170, 1287
4314668591, 360812, 38506, 1290
4314668604, 361396, 38824, 1281
4314668617, 361908, 39097, 1276
4314668630, 362318, 39380, 1276
4314668643, 362609, 39560, 1271
4314668656, 363061, 39843, 1274
4314668669, 363495, 40142, 1268
4314668682, 364127, 40500, 1274
4314668695, 364444, 40686, 1265
4314668708, 365190, 41109, 1265
