4314119257, 9622, 1, 2500
4314119270, 9622, 1, 1379
4314119283, 9622, 1, 952
4314119296, 9622, 1, 727
4314119309, 9622, 1, 588
4314119322, 9622, 1, 493
4314119335, 9622, 1, 425
4314119348, 9622, 1, 373
4314119361, 9622, 1, 333
4314119374, 9622, 1, 300
4314119387, 9622, 1, 273
4314119400, 9622, 1, 251
4314119413, 9622, 1, 232
4314119426, 9622, 1, 216
4314119439, 9622, 1, 202
4314119452, 9622, 1, 189
4314119465, 9622, 1, 178
4314119478, 9622, 1, 168
4314119491, 9622, 1, 160
4314119504, 17046, 1, 266
4314119517, 17046, 1, 253
4314119530, 17046, 1, 242
4314119543, 17046, 1, 231
4314119556, 17046, 1, 222
4314119569, 17046, 1, 213
4314119582, 17046, 1, 205
4314119595, 17046, 1, 197
4314119608, 17046, 1, 190
4314119621, 17046, 1, 184
4314119634, 17046, 1, 178
4314119647, 17046, 1, 172
4314119660, 17046, 1, 167
4314119673, 17046, 1, 162
4314119686, 17046, 1, 157
4314119699, 17046, 1, 152
4314119712, 17046, 1, 148
4314119725, 17046, 1, 144
4314119738, 17046, 1, 140
4314119751, 17046, 1, 137
4314119764, 23093, 1, 172
4314119777, 23093, 1, 167
4314119790, 23093, 1, 163
4314119803, 23093, 1, 160
4314119816, 23093, 1, 156
4314119829, 23093, 1, 153
4314119842, 23093, 1, 149
4314119855, 23093, 1, 146
4314119868, 23093, 1, 143
4314119881, 23093, 1, 140
4314119894, 23093, 1, 137
4314119907, 23093, 1, 135
4314119920, 23093, 1, 132
4314119933, 23093, 1, 130
4314119946, 23093, 1, 127
4314119959, 23093, 1, 125
4314119972, 23093, 1, 123
4314119985, 23093, 1, 120
4314119998, 23093, 1, 118
4314120011, 28148, 1, 155
4314120024, 28148, 1, 153
4314120037, 28148, 1, 150
4314120050, 28148, 1, 148
4314120063, 28148, 1, 145
4314120076, 28148, 1, 143
4314120089, 28148, 1, 141
4314120102, 28148, 1, 139
4314120115, 28148, 1, 137
4314120128, 28148, 1, 135
4314120141, 28148, 1, 133
4314120154, 28148, 1, 131
4314120167, 28148, 1, 129
4314120180, 28148, 1, 127
4314120193, 28148, 1, 126
4314120206, 28148, 1, 124
