4314728917, 38469, 2, 7140
4314728930, 74961, 2, 8232
4314728943, 96241, 2, 7443
4314728956, 96241, 2, 5829
4314728969, 96241, 2, 4785
4314728982, 96241, 2, 4066
4314728995, 96241, 2, 3535
4314729008, 96241, 2, 3121
4314729021, 96241, 2, 2800
4314729034, 96241, 2, 2529
4314729047, 96241, 2, 2312
4314729060, 96241, 2, 2125
4314729073, 96241, 2, 1969
4314729086, 96241, 2, 1838
4314729099, 96241, 2, 1721
4314729112, 96241, 2, 1616
4314729125, 96241, 2, 1524
4314729138, 96241, 2, 1441
4314729151, 96241, 2, 1367
4314729164, 96241, 2, 1301
4314729177, 96241, 2, 1241
4314729190, 122532, 2, 1496
4314729203, 161791, 2, 1853
4314729216, 170481, 2, 1841
4314729229, 170481, 2, 1770
4314729242, 170481, 2, 1701
4314729255, 170481, 2, 1638
4314729268, 170481, 2, 1583
4314729281, 170481, 2, 1524
4314729294, 170481, 2, 1477
4314729307, 170481, 2, 1430
4314729320, 170481, 2, 1387
4314729333, 170481, 2, 1347
4314729346, 170481, 2, 1305
4314729359, 170481, 2, 1269
4314729372, 170481, 2, 1239
4314729385, 170481, 2, 1201
4314729398, 170481, 2, 1170
4314729411, 170481, 2, 1140
4314729424, 170481, 2, 1111
4314729437, 174768, 2, 1120
4314729450, 176528, 2, 1098
4314729463, 212100, 2, 1299
4314729476, 227093, 24, 1323
4314729489, 227095, 25, 1293
4314729502, 231017, 103, 1302
4314729515, 231017, 103, 1271
4314729528, 231017, 103, 1245
4314729541, 231017, 103, 1223
4314729554, 231017, 103, 1194
4314729567, 231017, 103, 1175
4314729580, 231017, 103, 1149
4314729593, 231017, 103, 1129
4314729606, 231017, 103, 1106
4314729619, 231017, 103, 1087
4314729632, 231017, 103, 1067
4314729645, 231017, 103, 1050
4314729658, 231017, 103, 1031
4314729671, 231017, 103, 1017
4314729684, 231017, 103, 998
4314729697, 236145, 177, 992
4314729710, 236145, 177, 977
4314729723, 243408, 414, 997
4314729737, 250919, 976, 1019
4314729749, 256658, 1446, 1038
4314729762, 263247, 2204, 1091
4314729775, 267533, 2794, 1133
4314729788, 270198, 3211, 1129
4314729801, 273253, 3747, 1155
4314729814, 277849, 4539, 1181
4314729827, 282278, 5097, 1221
4314729840, 283759, 5308, 1213
4314729853, 285055, 5421, 1195
4314729866, 285055, 5421, 1183
4314729879, 285055, 5421, 1165
4314729892, 285055, 5421, 1150
4314729905, 285055, 5421, 1136
4314729918, 285055, 5421, 1120
4314729931, 285055, 5421, 1106
4314729944, 285092, 5450, 1102
4314729957, 285861, 5842, 1107
4314729970, 286487, 6091, 1105
4314729983, 287924, 6551, 1090
4314729996, 289903, 7052, 1097
4314730009, 291805, 7535, 1115
4314730022, 293298, 7885, 1114
4314730035, 294735, 8247, 1129
4314730048, 297191, 8860, 1138
4314730062, 298655, 9283, 1135
4314730074, 301096, 10011, 1176
4314730087, 302437, 10511, 1171
4314730100, 304334, 11068, 1198
4314730113, 306878, 11798, 1221
4314730126, 308167, 12220, 1213
4314730139, 309078, 12535, 1224
4314730152, 310039, 12871, 1238
4314730165, 313663, 14001, 1311
4314730178, 316676, 14829, 1346
4314730191, 319107, 15522, 1392
4314730205, 320902, 16112, 1416
4314730217, 321498, 16269, 1416
4314730230, 323999, 17016, 1471
4314730243, 326031, 17597, 1481
4314730256, 327288, 17929, 1474
4314730269, 329172, 18455, 1487
4314730282, 331207, 19037, 1497
4314730295, 331579, 19176, 1488
4314730308, 332926, 19705, 1488
4314730321, 335228, 20604, 1505
4314730334, 336048, 20926, 1498
